person 1,person 2,jaccard similarity
Liu Weichen,Wai Kin Adams Kong,0.25
Liu Weichen,Wang Wenya,0.0
Liu Weichen,Wee Keong NG,0.125
Liu Weichen,Wei Yang Bryan Lim,0.0
Liu Weichen,Wei Ying,0.0
Liu Weichen,Wen Yonggang,0.19999999999999996
Liu Weichen,Wentong Cai,0.25
Liu Weichen,Yeo Chai Kiat,0.125
Liu Weichen,Yu Han,0.0
Liu Weichen,Zhang Hanwang,0.1428571428571429
Liu Weichen,Zhang Jie,0.0
Liu Weichen,Zhang Tianwei,0.33333333333333337
Liu Weichen,Zheng Jianmin,0.125
Liu Yang,A S Madhukumar,0.1428571428571429
Liu Yang,Alexei Sourin,0.19999999999999996
Liu Yang,Anupam Chattopadhyay,0.125
Liu Yang,Anwitaman Datta,0.33333333333333337
Liu Yang,Arvind Easwaran,0.33333333333333337
Liu Yang,Bo An,0.0
Liu Yang,Cham Tat Jen,0.25
Liu Yang,Chee Wei Tan,0.0
Liu Yang,Chen Change Loy,0.5
Liu Yang,Chia Liang Tien,0.19999999999999996
Liu Yang,Chng Eng Siong,0.0
Liu Yang,Cong Gao,0.19999999999999996
Liu Yang,Deepu Rajan,0.19999999999999996
Liu Yang,Dmitrii Ustiugov,0.0
Liu Yang,Douglas Leslie Maskell,0.16666666666666663
Liu Yang,Dusit Niyato,0.25
Liu Yang,Erik Cambria,0.16666666666666663
Liu Yang,Goh Wooi Boon,0.19999999999999996
Liu Yang,Guan Cuntai,0.0
Liu Yang,He Ying,0.5
Liu Yang,Huang Shell Ying,0.16666666666666663
Liu Yang,Hui Siu Cheung,0.16666666666666663
Liu Yang,Jagath Chandana Rajapakse,0.0
Liu Yang,Kwoh Chee Keong,0.16666666666666663
Liu Yang,Lam Kwok Yan,0.4
Liu Yang,Lam Siew Kei,0.19999999999999996
Liu Yang,Lee Bu Sung,0.16666666666666663
Liu Yang,Li Boyang,0.5
Liu Yang,Li Mo,0.19999999999999996
Liu Yang,Li Yi,0.5
Liu Yang,Lin Guosheng,0.5
Liu Yang,Lin Shang-Wei,1.0
Liu Yang,Liu Weichen,0.25
Liu Yang,Liu Ziwei,0.5
Liu Yang,Loke Yuan Ren,0.1428571428571429
Liu Yang,Long Cheng,0.0
Liu Yang,Lu Shijian,0.0
Liu Yang,Luo Jun,0.0
Liu Yang,Luo Siqiang,0.5
Liu Yang,Luu Anh Tuan,0.5
Liu Yang,Miao Chun Yan,0.16666666666666663
Liu Yang,Mohamed M. Sabry,0.125
Liu Yang,Oh Hong Lye,0.5
Liu Yang,Ong Chin Ann,0.0
Liu Yang,Owen Noel Newton Fernando,0.1428571428571429
Liu Yang,Pan Xingang,0.0
Liu Yang,Qian Kemao,0.16666666666666663
Liu Yang,Seah Hock Soon,0.0
Liu Yang,Shen Zhiqi,0.0
Liu Yang,Siyuan Liu,0.19999999999999996
Liu Yang,Smitha K G,0.16666666666666663
Liu Yang,Sourav Saha Bhowmick,0.16666666666666663
Liu Yang,Sun Aixin,0.0
Liu Yang,Tan Rui,0.16666666666666663
Liu Yang,Vidya Sudarshan,0.0
Liu Yang,Wai Kin Adams Kong,0.33333333333333337
Liu Yang,Wang Wenya,0.0
Liu Yang,Wee Keong NG,0.33333333333333337
Liu Yang,Wei Yang Bryan Lim,0.0
Liu Yang,Wei Ying,0.0
Liu Yang,Wen Yonggang,0.25
Liu Yang,Wentong Cai,0.33333333333333337
Liu Yang,Yeo Chai Kiat,0.1428571428571429
Liu Yang,Yu Han,0.0
Liu Yang,Zhang Hanwang,0.16666666666666663
Liu Yang,Zhang Jie,0.0
Liu Yang,Zhang Tianwei,0.5
Liu Yang,Zheng Jianmin,0.1428571428571429
Liu Ziwei,A S Madhukumar,0.16666666666666663
Liu Ziwei,Alexei Sourin,0.25
Liu Ziwei,Anupam Chattopadhyay,0.1428571428571429
Liu Ziwei,Anwitaman Datta,0.5
Liu Ziwei,Arvind Easwaran,0.5
Liu Ziwei,Bo An,0.0
Liu Ziwei,Cham Tat Jen,0.33333333333333337
Liu Ziwei,Chee Wei Tan,0.0
Liu Ziwei,Chen Change Loy,1.0
Liu Ziwei,Chia Liang Tien,0.25
Liu Ziwei,Chng Eng Siong,0.0
Liu Ziwei,Cong Gao,0.25
Liu Ziwei,Deepu Rajan,0.25
Liu Ziwei,Dmitrii Ustiugov,0.0
Liu Ziwei,Douglas Leslie Maskell,0.19999999999999996
Liu Ziwei,Dusit Niyato,0.33333333333333337
Liu Ziwei,Erik Cambria,0.19999999999999996
Liu Ziwei,Goh Wooi Boon,0.25
Liu Ziwei,Guan Cuntai,0.0
Liu Ziwei,He Ying,1.0
Liu Ziwei,Huang Shell Ying,0.19999999999999996
Liu Ziwei,Hui Siu Cheung,0.19999999999999996
Liu Ziwei,Jagath Chandana Rajapakse,0.0
Liu Ziwei,Kwoh Chee Keong,0.19999999999999996
Liu Ziwei,Lam Kwok Yan,0.19999999999999996
Liu Ziwei,Lam Siew Kei,0.25
Liu Ziwei,Lee Bu Sung,0.19999999999999996
Liu Ziwei,Li Boyang,1.0
Liu Ziwei,Li Mo,0.25
Liu Ziwei,Li Yi,1.0
Liu Ziwei,Lin Guosheng,1.0
Liu Ziwei,Lin Shang-Wei,0.5
Liu Ziwei,Liu Weichen,0.33333333333333337
Liu Ziwei,Liu Yang,0.5
Liu Ziwei,Loke Yuan Ren,0.16666666666666663
Liu Ziwei,Long Cheng,0.0
Liu Ziwei,Lu Shijian,0.0
Liu Ziwei,Luo Jun,0.0
Liu Ziwei,Luo Siqiang,1.0
Liu Ziwei,Luu Anh Tuan,1.0
Liu Ziwei,Miao Chun Yan,0.19999999999999996
Liu Ziwei,Mohamed M. Sabry,0.1428571428571429
Liu Ziwei,Oh Hong Lye,1.0
Liu Ziwei,Ong Chin Ann,0.0
Liu Ziwei,Owen Noel Newton Fernando,0.16666666666666663
Liu Ziwei,Pan Xingang,0.0
Liu Ziwei,Qian Kemao,0.19999999999999996
Liu Ziwei,Seah Hock Soon,0.0
Liu Ziwei,Shen Zhiqi,0.0
Liu Ziwei,Siyuan Liu,0.0
Liu Ziwei,Smitha K G,0.19999999999999996
Liu Ziwei,Sourav Saha Bhowmick,0.19999999999999996
Liu Ziwei,Sun Aixin,0.0
Liu Ziwei,Tan Rui,0.19999999999999996
Liu Ziwei,Vidya Sudarshan,0.0
Liu Ziwei,Wai Kin Adams Kong,0.5
Liu Ziwei,Wang Wenya,0.0
Liu Ziwei,Wee Keong NG,0.16666666666666663
Liu Ziwei,Wei Yang Bryan Lim,0.0
Liu Ziwei,Wei Ying,0.0
Liu Ziwei,Wen Yonggang,0.33333333333333337
Liu Ziwei,Wentong Cai,0.5
Liu Ziwei,Yeo Chai Kiat,0.16666666666666663
Liu Ziwei,Yu Han,0.0
Liu Ziwei,Zhang Hanwang,0.19999999999999996
Liu Ziwei,Zhang Jie,0.0
Liu Ziwei,Zhang Tianwei,1.0
Liu Ziwei,Zheng Jianmin,0.16666666666666663
Loke Yuan Ren,A S Madhukumar,0.33333333333333337
Loke Yuan Ren,Alexei Sourin,0.25
Loke Yuan Ren,Anupam Chattopadhyay,0.18181818181818177
Loke Yuan Ren,Anwitaman Datta,0.1428571428571429
Loke Yuan Ren,Arvind Easwaran,0.1428571428571429
Loke Yuan Ren,Bo An,0.0
Loke Yuan Ren,Cham Tat Jen,0.2857142857142857
Loke Yuan Ren,Chee Wei Tan,0.0
Loke Yuan Ren,Chen Change Loy,0.16666666666666663
Loke Yuan Ren,Chia Liang Tien,0.25
Loke Yuan Ren,Chng Eng Siong,0.0
Loke Yuan Ren,Cong Gao,0.11111111111111116
Loke Yuan Ren,Deepu Rajan,0.4285714285714286
Loke Yuan Ren,Dmitrii Ustiugov,0.0
Loke Yuan Ren,Douglas Leslie Maskell,0.2222222222222222
Loke Yuan Ren,Dusit Niyato,0.2857142857142857
Loke Yuan Ren,Erik Cambria,0.2222222222222222
Loke Yuan Ren,Goh Wooi Boon,0.6666666666666667
Loke Yuan Ren,Guan Cuntai,0.0
Loke Yuan Ren,He Ying,0.16666666666666663
Loke Yuan Ren,Huang Shell Ying,0.09999999999999998
Loke Yuan Ren,Hui Siu Cheung,0.375
Loke Yuan Ren,Jagath Chandana Rajapakse,0.0
Loke Yuan Ren,Kwoh Chee Keong,0.2222222222222222
Loke Yuan Ren,Lam Kwok Yan,0.09999999999999998
Loke Yuan Ren,Lam Siew Kei,0.25
Loke Yuan Ren,Lee Bu Sung,0.09999999999999998
Loke Yuan Ren,Li Boyang,0.16666666666666663
Loke Yuan Ren,Li Mo,0.11111111111111116
Loke Yuan Ren,Li Yi,0.16666666666666663
Loke Yuan Ren,Lin Guosheng,0.16666666666666663
Loke Yuan Ren,Lin Shang-Wei,0.1428571428571429
Loke Yuan Ren,Liu Weichen,0.125
Loke Yuan Ren,Liu Yang,0.1428571428571429
Loke Yuan Ren,Liu Ziwei,0.16666666666666663
Loke Yuan Ren,Long Cheng,0.0
Loke Yuan Ren,Lu Shijian,0.0
Loke Yuan Ren,Luo Jun,0.0
Loke Yuan Ren,Luo Siqiang,0.16666666666666663
Loke Yuan Ren,Luu Anh Tuan,0.16666666666666663
Loke Yuan Ren,Miao Chun Yan,0.2222222222222222
Loke Yuan Ren,Mohamed M. Sabry,0.30000000000000004
Loke Yuan Ren,Oh Hong Lye,0.16666666666666663
Loke Yuan Ren,Ong Chin Ann,0.0
Loke Yuan Ren,Owen Noel Newton Fernando,0.19999999999999996
Loke Yuan Ren,Pan Xingang,0.0
Loke Yuan Ren,Qian Kemao,0.375
Loke Yuan Ren,Seah Hock Soon,0.0
Loke Yuan Ren,Shen Zhiqi,0.0
Loke Yuan Ren,Siyuan Liu,0.0
Loke Yuan Ren,Smitha K G,0.375
Loke Yuan Ren,Sourav Saha Bhowmick,0.09999999999999998
Loke Yuan Ren,Sun Aixin,0.0
Loke Yuan Ren,Tan Rui,0.09999999999999998
Loke Yuan Ren,Vidya Sudarshan,0.0
Loke Yuan Ren,Wai Kin Adams Kong,0.1428571428571429
Loke Yuan Ren,Wang Wenya,0.0
Loke Yuan Ren,Wee Keong NG,0.19999999999999996
Loke Yuan Ren,Wei Yang Bryan Lim,0.0
Loke Yuan Ren,Wei Ying,0.0
Loke Yuan Ren,Wen Yonggang,0.125
Loke Yuan Ren,Wentong Cai,0.1428571428571429
Loke Yuan Ren,Yeo Chai Kiat,0.33333333333333337
Loke Yuan Ren,Yu Han,0.0
Loke Yuan Ren,Zhang Hanwang,0.5714285714285714
Loke Yuan Ren,Zhang Jie,0.0
Loke Yuan Ren,Zhang Tianwei,0.16666666666666663
Loke Yuan Ren,Zheng Jianmin,0.33333333333333337
Long Cheng,A S Madhukumar,0.0
Long Cheng,Alexei Sourin,0.0
Long Cheng,Anupam Chattopadhyay,0.0
Long Cheng,Anwitaman Datta,0.0
Long Cheng,Arvind Easwaran,0.0
Long Cheng,Bo An,0.16666666666666663
Long Cheng,Cham Tat Jen,0.0
Long Cheng,Chee Wei Tan,0.0
Long Cheng,Chen Change Loy,0.0
Long Cheng,Chia Liang Tien,0.0
Long Cheng,Chng Eng Siong,0.0
Long Cheng,Cong Gao,0.0
Long Cheng,Deepu Rajan,0.0
Long Cheng,Dmitrii Ustiugov,0.0
Long Cheng,Douglas Leslie Maskell,0.0
Long Cheng,Dusit Niyato,0.0
Long Cheng,Erik Cambria,0.19999999999999996
Long Cheng,Goh Wooi Boon,0.0
Long Cheng,Guan Cuntai,0.0
Long Cheng,He Ying,0.0
Long Cheng,Huang Shell Ying,0.0
Long Cheng,Hui Siu Cheung,0.0
Long Cheng,Jagath Chandana Rajapakse,0.125
Long Cheng,Kwoh Chee Keong,0.0
Long Cheng,Lam Kwok Yan,0.0
Long Cheng,Lam Siew Kei,0.0
Long Cheng,Lee Bu Sung,0.0
Long Cheng,Li Boyang,0.0
Long Cheng,Li Mo,0.0
Long Cheng,Li Yi,0.0
Long Cheng,Lin Guosheng,0.0
Long Cheng,Lin Shang-Wei,0.0
Long Cheng,Liu Weichen,0.0
Long Cheng,Liu Yang,0.0
Long Cheng,Liu Ziwei,0.0
Long Cheng,Loke Yuan Ren,0.0
Long Cheng,Lu Shijian,0.0
Long Cheng,Luo Jun,0.0
Long Cheng,Luo Siqiang,0.0
Long Cheng,Luu Anh Tuan,0.0
Long Cheng,Miao Chun Yan,0.0
Long Cheng,Mohamed M. Sabry,0.0
Long Cheng,Oh Hong Lye,0.0
Long Cheng,Ong Chin Ann,0.0
Long Cheng,Owen Noel Newton Fernando,0.0
Long Cheng,Pan Xingang,0.0
Long Cheng,Qian Kemao,0.0
Long Cheng,Seah Hock Soon,0.0
Long Cheng,Shen Zhiqi,0.0
Long Cheng,Siyuan Liu,0.0
Long Cheng,Smitha K G,0.0
Long Cheng,Sourav Saha Bhowmick,0.0
Long Cheng,Sun Aixin,0.5
Long Cheng,Tan Rui,0.0
Long Cheng,Vidya Sudarshan,0.0
Long Cheng,Wai Kin Adams Kong,0.0
Long Cheng,Wang Wenya,0.0
Long Cheng,Wee Keong NG,0.0
Long Cheng,Wei Yang Bryan Lim,0.0
Long Cheng,Wei Ying,0.0
Long Cheng,Wen Yonggang,0.0
Long Cheng,Wentong Cai,0.0
Long Cheng,Yeo Chai Kiat,0.0
Long Cheng,Yu Han,0.19999999999999996
Long Cheng,Zhang Hanwang,0.0
Long Cheng,Zhang Jie,0.0
Long Cheng,Zhang Tianwei,0.0
Long Cheng,Zheng Jianmin,0.0
Lu Shijian,A S Madhukumar,0.0
Lu Shijian,Alexei Sourin,0.2857142857142857
Lu Shijian,Anupam Chattopadhyay,0.0
Lu Shijian,Anwitaman Datta,0.0
Lu Shijian,Arvind Easwaran,0.0
Lu Shijian,Bo An,0.2222222222222222
Lu Shijian,Cham Tat Jen,0.0
Lu Shijian,Chee Wei Tan,0.0
Lu Shijian,Chen Change Loy,0.0
Lu Shijian,Chia Liang Tien,0.0
Lu Shijian,Chng Eng Siong,0.1428571428571429
Lu Shijian,Cong Gao,0.125
Lu Shijian,Deepu Rajan,0.0
Lu Shijian,Dmitrii Ustiugov,0.0
Lu Shijian,Douglas Leslie Maskell,0.0
Lu Shijian,Dusit Niyato,0.0
Lu Shijian,Erik Cambria,0.0
Lu Shijian,Goh Wooi Boon,0.0
Lu Shijian,Guan Cuntai,0.0
Lu Shijian,He Ying,0.0
Lu Shijian,Huang Shell Ying,0.0
Lu Shijian,Hui Siu Cheung,0.0
Lu Shijian,Jagath Chandana Rajapakse,0.08333333333333337
Lu Shijian,Kwoh Chee Keong,0.0
Lu Shijian,Lam Kwok Yan,0.11111111111111116
Lu Shijian,Lam Siew Kei,0.0
Lu Shijian,Lee Bu Sung,0.0
Lu Shijian,Li Boyang,0.0
Lu Shijian,Li Mo,0.0
Lu Shijian,Li Yi,0.0
Lu Shijian,Lin Guosheng,0.0
Lu Shijian,Lin Shang-Wei,0.0
Lu Shijian,Liu Weichen,0.0
Lu Shijian,Liu Yang,0.0
Lu Shijian,Liu Ziwei,0.0
Lu Shijian,Loke Yuan Ren,0.0
Lu Shijian,Long Cheng,0.0
Lu Shijian,Luo Jun,0.125
Lu Shijian,Luo Siqiang,0.0
Lu Shijian,Luu Anh Tuan,0.0
Lu Shijian,Miao Chun Yan,0.0
Lu Shijian,Mohamed M. Sabry,0.0
Lu Shijian,Oh Hong Lye,0.0
Lu Shijian,Ong Chin Ann,0.16666666666666663
Lu Shijian,Owen Noel Newton Fernando,0.09999999999999998
Lu Shijian,Pan Xingang,0.0
Lu Shijian,Qian Kemao,0.0
Lu Shijian,Seah Hock Soon,0.33333333333333337
Lu Shijian,Shen Zhiqi,0.25
Lu Shijian,Siyuan Liu,0.0
Lu Shijian,Smitha K G,0.0
Lu Shijian,Sourav Saha Bhowmick,0.0
Lu Shijian,Sun Aixin,0.0
Lu Shijian,Tan Rui,0.0
Lu Shijian,Vidya Sudarshan,0.0
Lu Shijian,Wai Kin Adams Kong,0.16666666666666663
Lu Shijian,Wang Wenya,0.0
Lu Shijian,Wee Keong NG,0.0
Lu Shijian,Wei Yang Bryan Lim,0.125
Lu Shijian,Wei Ying,0.0
Lu Shijian,Wen Yonggang,0.0
Lu Shijian,Wentong Cai,0.0
Lu Shijian,Yeo Chai Kiat,0.0
Lu Shijian,Yu Han,0.11111111111111116
Lu Shijian,Zhang Hanwang,0.0
Lu Shijian,Zhang Jie,0.0
Lu Shijian,Zhang Tianwei,0.0
Lu Shijian,Zheng Jianmin,0.0
Luo Jun,A S Madhukumar,0.11111111111111116
Luo Jun,Alexei Sourin,0.0
Luo Jun,Anupam Chattopadhyay,0.09999999999999998
Luo Jun,Anwitaman Datta,0.0
Luo Jun,Arvind Easwaran,0.0
Luo Jun,Bo An,0.0
Luo Jun,Cham Tat Jen,0.0
Luo Jun,Chee Wei Tan,0.0
Luo Jun,Chen Change Loy,0.0
Luo Jun,Chia Liang Tien,0.0
Luo Jun,Chng Eng Siong,0.0
Luo Jun,Cong Gao,0.0
Luo Jun,Deepu Rajan,0.0
Luo Jun,Dmitrii Ustiugov,0.0
Luo Jun,Douglas Leslie Maskell,0.125
Luo Jun,Dusit Niyato,0.16666666666666663
Luo Jun,Erik Cambria,0.0
Luo Jun,Goh Wooi Boon,0.0
Luo Jun,Guan Cuntai,0.0
Luo Jun,He Ying,0.0
Luo Jun,Huang Shell Ying,0.0
Luo Jun,Hui Siu Cheung,0.0
Luo Jun,Jagath Chandana Rajapakse,0.0
Luo Jun,Kwoh Chee Keong,0.0
Luo Jun,Lam Kwok Yan,0.0
Luo Jun,Lam Siew Kei,0.1428571428571429
Luo Jun,Lee Bu Sung,0.125
Luo Jun,Li Boyang,0.0
Luo Jun,Li Mo,0.33333333333333337
Luo Jun,Li Yi,0.0
Luo Jun,Lin Guosheng,0.0
Luo Jun,Lin Shang-Wei,0.0
Luo Jun,Liu Weichen,0.16666666666666663
Luo Jun,Liu Yang,0.0
Luo Jun,Liu Ziwei,0.0
Luo Jun,Loke Yuan Ren,0.0
Luo Jun,Long Cheng,0.0
Luo Jun,Lu Shijian,0.125
Luo Jun,Luo Siqiang,0.0
Luo Jun,Luu Anh Tuan,0.0
Luo Jun,Miao Chun Yan,0.0
Luo Jun,Mohamed M. Sabry,0.09999999999999998
Luo Jun,Oh Hong Lye,0.0
Luo Jun,Ong Chin Ann,0.5
Luo Jun,Owen Noel Newton Fernando,0.0
Luo Jun,Pan Xingang,0.0
Luo Jun,Qian Kemao,0.0
Luo Jun,Seah Hock Soon,0.16666666666666663
Luo Jun,Shen Zhiqi,0.125
Luo Jun,Siyuan Liu,0.1428571428571429
Luo Jun,Smitha K G,0.0
Luo Jun,Sourav Saha Bhowmick,0.0
Luo Jun,Sun Aixin,0.0
Luo Jun,Tan Rui,0.125
Luo Jun,Vidya Sudarshan,0.0
Luo Jun,Wai Kin Adams Kong,0.0
Luo Jun,Wang Wenya,0.0
Luo Jun,Wee Keong NG,0.0
Luo Jun,Wei Yang Bryan Lim,0.1428571428571429
Luo Jun,Wei Ying,0.0
Luo Jun,Wen Yonggang,0.0
Luo Jun,Wentong Cai,0.0
Luo Jun,Yeo Chai Kiat,0.11111111111111116
Luo Jun,Yu Han,0.0
Luo Jun,Zhang Hanwang,0.0
Luo Jun,Zhang Jie,0.0
Luo Jun,Zhang Tianwei,0.0
Luo Jun,Zheng Jianmin,0.0
Luo Siqiang,A S Madhukumar,0.16666666666666663
Luo Siqiang,Alexei Sourin,0.25
Luo Siqiang,Anupam Chattopadhyay,0.1428571428571429
Luo Siqiang,Anwitaman Datta,0.5
Luo Siqiang,Arvind Easwaran,0.5
Luo Siqiang,Bo An,0.0
Luo Siqiang,Cham Tat Jen,0.33333333333333337
Luo Siqiang,Chee Wei Tan,0.0
Luo Siqiang,Chen Change Loy,1.0
Luo Siqiang,Chia Liang Tien,0.25
Luo Siqiang,Chng Eng Siong,0.0
Luo Siqiang,Cong Gao,0.25
Luo Siqiang,Deepu Rajan,0.25
Luo Siqiang,Dmitrii Ustiugov,0.0
Luo Siqiang,Douglas Leslie Maskell,0.19999999999999996
Luo Siqiang,Dusit Niyato,0.33333333333333337
Luo Siqiang,Erik Cambria,0.19999999999999996
Luo Siqiang,Goh Wooi Boon,0.25
Luo Siqiang,Guan Cuntai,0.0
Luo Siqiang,He Ying,1.0
Luo Siqiang,Huang Shell Ying,0.19999999999999996
Luo Siqiang,Hui Siu Cheung,0.19999999999999996
Luo Siqiang,Jagath Chandana Rajapakse,0.0
Luo Siqiang,Kwoh Chee Keong,0.19999999999999996
Luo Siqiang,Lam Kwok Yan,0.19999999999999996
Luo Siqiang,Lam Siew Kei,0.25
Luo Siqiang,Lee Bu Sung,0.19999999999999996
Luo Siqiang,Li Boyang,1.0
Luo Siqiang,Li Mo,0.25
Luo Siqiang,Li Yi,1.0
Luo Siqiang,Lin Guosheng,1.0
Luo Siqiang,Lin Shang-Wei,0.5
Luo Siqiang,Liu Weichen,0.33333333333333337
Luo Siqiang,Liu Yang,0.5
Luo Siqiang,Liu Ziwei,1.0
Luo Siqiang,Loke Yuan Ren,0.16666666666666663
Luo Siqiang,Long Cheng,0.0
Luo Siqiang,Lu Shijian,0.0
Luo Siqiang,Luo Jun,0.0
Luo Siqiang,Luu Anh Tuan,1.0
Luo Siqiang,Miao Chun Yan,0.19999999999999996
Luo Siqiang,Mohamed M. Sabry,0.1428571428571429
Luo Siqiang,Oh Hong Lye,1.0
Luo Siqiang,Ong Chin Ann,0.0
Luo Siqiang,Owen Noel Newton Fernando,0.16666666666666663
Luo Siqiang,Pan Xingang,0.0
Luo Siqiang,Qian Kemao,0.19999999999999996
Luo Siqiang,Seah Hock Soon,0.0
Luo Siqiang,Shen Zhiqi,0.0
Luo Siqiang,Siyuan Liu,0.0
Luo Siqiang,Smitha K G,0.19999999999999996
Luo Siqiang,Sourav Saha Bhowmick,0.19999999999999996
Luo Siqiang,Sun Aixin,0.0
Luo Siqiang,Tan Rui,0.19999999999999996
Luo Siqiang,Vidya Sudarshan,0.0
Luo Siqiang,Wai Kin Adams Kong,0.5
Luo Siqiang,Wang Wenya,0.0
Luo Siqiang,Wee Keong NG,0.16666666666666663
Luo Siqiang,Wei Yang Bryan Lim,0.0
Luo Siqiang,Wei Ying,0.0
Luo Siqiang,Wen Yonggang,0.33333333333333337
Luo Siqiang,Wentong Cai,0.5
Luo Siqiang,Yeo Chai Kiat,0.16666666666666663
Luo Siqiang,Yu Han,0.0
Luo Siqiang,Zhang Hanwang,0.19999999999999996
Luo Siqiang,Zhang Jie,0.0
Luo Siqiang,Zhang Tianwei,1.0
Luo Siqiang,Zheng Jianmin,0.16666666666666663
Luu Anh Tuan,A S Madhukumar,0.16666666666666663
Luu Anh Tuan,Alexei Sourin,0.25
Luu Anh Tuan,Anupam Chattopadhyay,0.1428571428571429
Luu Anh Tuan,Anwitaman Datta,0.5
Luu Anh Tuan,Arvind Easwaran,0.5
Luu Anh Tuan,Bo An,0.0
Luu Anh Tuan,Cham Tat Jen,0.33333333333333337
Luu Anh Tuan,Chee Wei Tan,0.0
Luu Anh Tuan,Chen Change Loy,1.0
Luu Anh Tuan,Chia Liang Tien,0.25
Luu Anh Tuan,Chng Eng Siong,0.0
Luu Anh Tuan,Cong Gao,0.25
Luu Anh Tuan,Deepu Rajan,0.25
Luu Anh Tuan,Dmitrii Ustiugov,0.0
Luu Anh Tuan,Douglas Leslie Maskell,0.19999999999999996
Luu Anh Tuan,Dusit Niyato,0.33333333333333337
Luu Anh Tuan,Erik Cambria,0.19999999999999996
Luu Anh Tuan,Goh Wooi Boon,0.25
Luu Anh Tuan,Guan Cuntai,0.0
Luu Anh Tuan,He Ying,1.0
Luu Anh Tuan,Huang Shell Ying,0.19999999999999996
Luu Anh Tuan,Hui Siu Cheung,0.19999999999999996
Luu Anh Tuan,Jagath Chandana Rajapakse,0.0
Luu Anh Tuan,Kwoh Chee Keong,0.19999999999999996
Luu Anh Tuan,Lam Kwok Yan,0.19999999999999996
Luu Anh Tuan,Lam Siew Kei,0.25
Luu Anh Tuan,Lee Bu Sung,0.19999999999999996
Luu Anh Tuan,Li Boyang,1.0
Luu Anh Tuan,Li Mo,0.25
Luu Anh Tuan,Li Yi,1.0
Luu Anh Tuan,Lin Guosheng,1.0
Luu Anh Tuan,Lin Shang-Wei,0.5
Luu Anh Tuan,Liu Weichen,0.33333333333333337
Luu Anh Tuan,Liu Yang,0.5
Luu Anh Tuan,Liu Ziwei,1.0
Luu Anh Tuan,Loke Yuan Ren,0.16666666666666663
Luu Anh Tuan,Long Cheng,0.0
Luu Anh Tuan,Lu Shijian,0.0
Luu Anh Tuan,Luo Jun,0.0
Luu Anh Tuan,Luo Siqiang,1.0
Luu Anh Tuan,Miao Chun Yan,0.19999999999999996
Luu Anh Tuan,Mohamed M. Sabry,0.1428571428571429
Luu Anh Tuan,Oh Hong Lye,1.0
Luu Anh Tuan,Ong Chin Ann,0.0
Luu Anh Tuan,Owen Noel Newton Fernando,0.16666666666666663
Luu Anh Tuan,Pan Xingang,0.0
Luu Anh Tuan,Qian Kemao,0.19999999999999996
Luu Anh Tuan,Seah Hock Soon,0.0
Luu Anh Tuan,Shen Zhiqi,0.0
Luu Anh Tuan,Siyuan Liu,0.0
Luu Anh Tuan,Smitha K G,0.19999999999999996
Luu Anh Tuan,Sourav Saha Bhowmick,0.19999999999999996
Luu Anh Tuan,Sun Aixin,0.0
Luu Anh Tuan,Tan Rui,0.19999999999999996
Luu Anh Tuan,Vidya Sudarshan,0.0
Luu Anh Tuan,Wai Kin Adams Kong,0.5
Luu Anh Tuan,Wang Wenya,0.0
Luu Anh Tuan,Wee Keong NG,0.16666666666666663
Luu Anh Tuan,Wei Yang Bryan Lim,0.0
Luu Anh Tuan,Wei Ying,0.0
Luu Anh Tuan,Wen Yonggang,0.33333333333333337
Luu Anh Tuan,Wentong Cai,0.5
Luu Anh Tuan,Yeo Chai Kiat,0.16666666666666663
Luu Anh Tuan,Yu Han,0.0
Luu Anh Tuan,Zhang Hanwang,0.19999999999999996
Luu Anh Tuan,Zhang Jie,0.0
Luu Anh Tuan,Zhang Tianwei,1.0
Luu Anh Tuan,Zheng Jianmin,0.16666666666666663
Miao Chun Yan,A S Madhukumar,0.5714285714285714
Miao Chun Yan,Alexei Sourin,0.2857142857142857
Miao Chun Yan,Anupam Chattopadhyay,0.09090909090909094
Miao Chun Yan,Anwitaman Datta,0.16666666666666663
Miao Chun Yan,Arvind Easwaran,0.16666666666666663
Miao Chun Yan,Bo An,0.09999999999999998
Miao Chun Yan,Cham Tat Jen,0.6
Miao Chun Yan,Chee Wei Tan,0.0
Miao Chun Yan,Chen Change Loy,0.19999999999999996
Miao Chun Yan,Chia Liang Tien,0.8
Miao Chun Yan,Chng Eng Siong,0.1428571428571429
Miao Chun Yan,Cong Gao,0.2857142857142857
Miao Chun Yan,Deepu Rajan,0.5
Miao Chun Yan,Dmitrii Ustiugov,0.0
Miao Chun Yan,Douglas Leslie Maskell,0.11111111111111116
Miao Chun Yan,Dusit Niyato,0.1428571428571429
Miao Chun Yan,Erik Cambria,0.25
Miao Chun Yan,Goh Wooi Boon,0.2857142857142857
Miao Chun Yan,Guan Cuntai,0.125
Miao Chun Yan,He Ying,0.19999999999999996
Miao Chun Yan,Huang Shell Ying,0.25
Miao Chun Yan,Hui Siu Cheung,0.6666666666666667
Miao Chun Yan,Jagath Chandana Rajapakse,0.08333333333333337
Miao Chun Yan,Kwoh Chee Keong,0.11111111111111116
Miao Chun Yan,Lam Kwok Yan,0.25
Miao Chun Yan,Lam Siew Kei,0.125
Miao Chun Yan,Lee Bu Sung,0.4285714285714286
Miao Chun Yan,Li Boyang,0.19999999999999996
Miao Chun Yan,Li Mo,0.2857142857142857
